肠道,20
加,20
开朗,20
半天,20
活动,20
如此,20
北京,20
一遍,20
配合,20
清晰,20
桐宝,20
学生,20
成功,20
头发,20
!,20
一会,20
14,20
好点,20
周围,20
够,20
唱歌,20
电视剧,20
些,20
盯,20
喝,20
听见,20
安慰,20
要求,20
在意,20
尝试,20
关,20
现实,20
胆小,20
能量,20
凉面,20
挺帅,20
一件,20
早就,19
科,19
起,19
受不了,19
脚,19
动,19
❤,19
旁边,19
接纳,19
管,19
道理,19
路上,19
耶,19
发出,19
晕,19
风扇,19
试试,19
关键,19
特征,19
活在,19
看多,19
小男孩,19
误导,19
看出,19
破防,19
形成,19
研究,19
好难,19
类,19
花,19
英语,19
追,19
儿歌,19
压力,19
掉,19
推荐,19
放心,19
半才,19
橘子,19
疑问,19
闭嘴,19
骂,19
见到,19
两周岁,19
好吃,19
迟,19
做好,19
吵架,19
换,19
最棒,19
我弟,19
嘴,19
回去,18
经过,18
所谓,18
七岁,18
认真,18
玩儿,18
误诊,18
社恐,18
小儿子,18
抢,18
从来不,18
爱笑,18
找到,18
提醒,18
奇迹,18
程度,18
先天性,18
舒服,18
全家,18
动画片,18
正确,18
将来,18
烦,18
所,18
联系,18
保佑,18
人们,18
不对劲,18
曾经,18
力量,18
替,18
女主,18
过程,18
人间,18
44,18
听力,18
神经,18
房间,18
大多,18
爱慕,18
聊天,17
很多很多,17
动不动,17
好怕,17
患,17
证,17
隐私,17
正在,17
看好,17
大多数,17
回头,17
记忆力,17
傻,17
厕所,17
不怕,17
必要,17
变化,17
瞎,17
爆发,17
费用,17
类似,17
懒得,17
眼里,17
则,17
困难,17
当然,17
光,17
生命,17
人类,17
16,17
机会,17
_,17
成为,17
十一个月,17
感恩,17
离不开,17
大哭,17
多一些,17
细节,17
平平安安,17
亲,17
碰到,17
吹,17
干什么,17
后悔,17
张,17
力,17
自从,17
没人,17
滴,17
有用,17
老二,17
进,16
折磨,16
复杂,16
算不算,16
教会,16
乖,16
说出,16
婆婆,16
一切正常,16
反而,16
就让,16
反正,16
考虑,16
疫苗,16
说明,16
乐观,16
相处,16
自责,16
教导,16
上帝,16
小宝贝,16
并且,16
回,16
之类,16
词语,16
伸手,16
太帅,16
心血,16
无辜,16
灵活,16
歧视,16
之,16
哭死了,16
三年级,16
经验,16
语言表达,16
孕期,16
一串,16
熟悉,16
老天,16
几次,16
大晨,16
有效,16
坏,16
这方面,16
提前,16
查出来,16
小美女,16
责任,16
忍不住,16
问问,16
老弟,16
及时,16
早日,16
安全感,16
宝,16
调理,16
不失,16
任何人,16
沉浸,16
不太会,16
三胞胎,16
好样,16
,15
缺少,15
大夫,15
尽早,15
是否,15
乱,15
自卑,15
充满,15
不得,15
我见,15
下次,15
方向,15
习惯,15
性,15
作业,15
另,15
一扇门,15
同龄人,15
承受,15
待,15
主任,15
科学,15
过度,15
读书,15
走来,15
回报,15
长时间,15
躺,15
级,15
全部,15
一对一,15
演员,15
人才,15
感兴趣,15
给予,15
18,15
二宝,15
脸,15
老大,15
小宝,15
狗狗,15
超过,15
默默,15
小美,15
社交能力,15
意识,15
翻,15
济南,15
误解,15
发达,15
不算,15
好久,15
负责,15
击掌,15
^,15
子,15
亲戚家,15
上次,15
同,15
握手,15
气,15
像是,15
脑部,15
女生,15
羡慕,15
抽,15
王老师,15
唠叨,15
真好,14
太有,14
尖叫,14
社牛,14
符合,14
已,14
多年,14
交往,14
失控,14
过敏,14
瞬间,14
需求,14
班级,14
特殊教育,14
碎,14
害,14
典型,14
发病,14
；,14
咱们,14
没关系,14
逻辑,14
诶,14
大声,14
证明,14
机智,14
杂技,14
挂,14
占,14
病因,14
想着,14
信,14
证人,14
恐怖,14
不安,14
半月,14
好几个,14
隔壁,14
语,14
认错,14
包括,14
人带,14
追物,14
三,14
我儿,14
不该,14
忙,14
弹,14
卧底,14
直到,14
快快乐乐,14
同款,14
唯一,14
感到,14
激动,14
再见,14
概率,14
至少,14
年纪,14
抖,14
珠心算,14
真实,14
再婚,14
祝愿,14
多久,14
做事,14
声,14
娃儿,14
呜,14
叠词,14
语言障碍,14
残疾证,13
某些,13
凶,13
自然,13
摆,13
轻,13
尊重,13
天呐,13
媳妇,13
大哥,13
即使,13
哑巴,13
前面,13
欺负,13
好转,13
完成,13
拍手,13
大概,13
儿,13
词汇量,13
初中,13
要说,13
班上,13
吐舌,13
眼光,13
朋友家,13
21,13
进去,13
上一年,13
食物,13
最美,13
17,13
无语,13
目光,13
足够,13
反复,13
早上,13
拒绝,13
太难受,13
麻烦,13
这边,13
明天,13
宽容,13
头疼,13
摔,13
发泄,13
安抚,13
脑子,13
某个,13
心灵,13
我想,13
13,13
就行,13
随便,13
猫,13
基因突变,13
满足,13
面,13
经,13
人能,13
尽量,13
黑色,13
车,13
饿,13
唱,13
合群,13
利索,13
男主,13
一周,13
纯净,13
我大,13
看人,13
下楼梯,13
胆子,13
一声,13
韩剧,13
缺乏,13
另外,13
快快,13
去年,13
宋祖儿,13
爱哭,13
超能力,13
马来西亚,13
排除,13
脑瘫,13
控制不了,13
情感,13
如,13
画画,13
角度,13
兴奋,13
退化,13
黑脸,13
别开,13
莫名,13
封闭,13
非,13
能治好,13
操心,13
白眼,13
称呼,13
b,13
果,13
生理,12
三年,12
碰,12
缺氧,12
重点,12
擦,12
酸酸的,12
哟,12
早期,12
等于,12
网络,12
产生,12
外甥,12
养个,12
转圈,12
六个月,12
蛮,12
回复,12
呗,12
侄儿,12
哄,12
竟然,12
情商,12
不听话,12
上面,12
承认,12
心好,12
其他人,12
万幸,12
不少,12
房子,12
15,12
以待,12
段,12
重,12
除非,12
下集,12
小伙伴,12
古诗,12
阿斯,12
看书,12
送到,12
天堂,12
福气,12
作品,12
清澈,12
这算,12
动手,12
同感,12
推,12
几率,12
似的,12
看抖音,12
男生,12
帅帅,12
地上,12
尤其,12
精神病,12
节目,12
领域,12
整,12
很小,12
口音,12
找个,12
分不清,12
变好,12
既然,12
月份,12
门,12
普及,12
二年级,12
受到,12
真想,12
热,12
教练,12
放在,12
达到,12
办,12
很强,12
哪有,12
＾,12
标准,12
救命,12
培训,12
一段,12
高乐文,12
问下,12
表哥,12
奋斗,12
说不出,12
戳,12
试,12
揪心,12
鞋子,11
整齐,11
国外,11
提高,11
全,11
危险,11
城市,11
遭罪,11
言语,11
停,11
非要,11
核心,11
那天,11
仿说,11
病情,11
机灵,11
做饭,11
存在,11
过后,11
网上,11
尿,11
泪流满面,11
收拾,11
生个,11
李,11
对不起,11
离开,11
不断,11
恶意,11
我姐,11
平常,11
异样,11
哪怕,11
书,11
不感兴趣,11
婴儿,11
就行了,11
颜色,11
不带,11
数学,11
焦虑症,11
帮忙,11
自已,11
可想而知,11
很累,11
耐受,11
一段时间,11
掐,11
总会,11
丈夫,11
所有人,11
大晨晨,11
低下,11
状况,11
买个,11
很乖,11
数数,11
认字,11
很漂亮,11
离婚,11
超市,11
赚钱,11
懒,11
翻身,11
细心,11
不得不,11
左脚,11
使,11
惊呆,11
质量,11
平台,11
告状,11
有钱,11
群体,11
真诚,11
一块,11
小说,11
麻麻,11
这手,11
分析,11
老婆,11
追视,11
太早,11
纯真,11
坏人,11
一片,11
二,11
或许,11
一步,11
阿弥陀佛,11
🙏,11
垃圾桶,11
看不到,11
讨厌,11
裂开,11
期,11
书包,11
喝水,11
摸,11
全是,11
语音,11
可乐,11
女孩儿,11
病是,11
报,11
爱看,11
揍,11
哈,11
半个,11
说不清楚,11
学说话,11
打脸,11
八岁,11
缓解,11
为母,11
色,11
手里,11
摸头,11
🌈,11
22,11
第三个,11
敲,11
伴随,10
青春期,10
走走,10
最佳,10
故意,10
邻居家,10
我怕,10
拥有,10
特点,10
一方面,10
康复中心,10
阶段,10
罢了,10
错误,10
理解能力,10
它,10
避免,10
一到,10
欣慰,10
不太好,10
变得,10
期待,10
关闭,10
受,10
真是太,10
海洋,10
就是说,10
俺,10
惭愧,10
本身,10
权威,10
集体,10
完美,10
首先,10
强迫,10
只想,10
教教,10
哼哼唧唧,10
好哥哥,10
致敬,10
医疗,10
一刻,10
说不定,10
挣钱,10
多岁,10
以上,10
伤心,10
表弟,10
命,10
十分钟,10
自律,10
好烦,10
没想到,10
一度,10
创造,10
咯,10
很快,10
好开心,10
养育,10
坐下,10
心累,10
溜,10
这辈子,10
要么,10
对方,10
私下,10
闺蜜,10
一条,10
脖子,10
吵,10
家家,10
爹,10
品味,10
出声,10
摇头,10
自我,10
果然,10
肉,10
千万,10
楼梯,10
稍微,10
纠结,10
哼,10
懵,10
裤子,10
无知,10
喷子,10
前两天,10
憨笑,10
参与,10
放下,10
环境影响,10
一摸,10
许多,10
欢迎,10
难题,10
一天天,10
脸上,10
满,10
不去,10
睡不着,10
多次,10
但愿,10
崽,10
儿保,10
药物,10
好人一生平安,10
身体健康,10
鼻子,10
勇气,10
更是,10
咿咿呀呀,10
带来,10
记住,10
他长,10
👏,10
第二,10
积木,10
扒拉,10
后期,10
😊,10
多些,10
前兆,10
功劳,10
玩耍,10
名,10
操,10
固执,10
凝视,10
好处,10
肖恩,10
逗笑,10
好玩,10
长高,10
咖啡,10
治不好,10
外婆,10
一枚,10
期间,10
加强,10
不愿,10
😩,10
起码,9
残疾,9
身心,9
童年,9
上来,9
筛查,9
捏,9
氛围,9
经济,9
前夫,9
发现自己,9
多数,9
镜头,9
陪陪,9
世间,9
晚一点,9
更加,9
动力,9
是从,9
遍,9
无论,9
旋转,9
留,9
干活,9
咬,9
参加,9
独处,9
教养,9
23,9
猜,9
次,9
水平,9
顾淼,9
脑袋,9
郭,9
直视,9
听不见,9
多教,9
活泼开朗,9
没带,9
烦死,9
对比,9
满满的,9
上辈子,9
语气,9
感冒,9
之一,9
普校,9
肢体,9
乐,9
老天爷,9
要命,9
解说,9
折腾,9
两,9
照,9
两种,9
广州,9
遇见,9
蹦,9
您好,9
早产,9
缸,9
砸,9
一面,9
空间,9
结论,9
小小,9
准确,9
指责,9
见过,9
一部分,9
应,9
练习,9
要死,9
人群,9
错过,9
奸笑,9
不太像,9
广告,9
敬佩,9
艰难,9
明星,9
拯救,9
饮料,9
惊恐,9
但凡,9
一部,9
面条,9
太大,9
短,9
单亲,9
位,9
从不,9
感人,9
很会,9
现象,9
跟不上,9
晨爸,9
物体,9
心中,9
沙发,9
物品,9
打招呼,9
狂躁,9
稳定,9
筷子,9
命运,9
欠,9
做个,9
卖,9
山,9
说真的,9
边,9
瞎说,9
按照,9
40,9
轻易,9
精力,9
玩玩,9
位置,9
牛肉面,9
刚刷,9
困,9
太多太多,9
说完,9
一个班,9
像不像,9
太小,9
大量,9
多种,9
公园,9
那会,9
更大,9
谁家,9
反反反,9
这娃,9
安全,9
我哥,9
),9
棒棒糖,9
时期,9
总有,9
最起码,9
平静,9
狠心,9
怪,9
急死了,9
成人,9
思想,9
绝,9
营养,9
知识,9
吼,8
委屈,8
脚尖,8
不起,8
移植,8
辛酸,8
一下子,8
扶,8
享受,8
我心,8
很差,8
真不知道,8
决定,8
鬼,8
指出,8
门口,8
随时,8
很长,8
刚上,8
惹,8
冷,8
这类,8
大福,8
零,8
躲,8
(,8
带养,8
晓得,8
指着,8
画面,8
适当,8
小方块,8
有意思,8
意义,8
下楼,8
南京,8
全面,8
一切都是,8
咋整,8
发烧,8
感,8
针灸,8
官方,8
有用吗,8
理会,8
前期,8
小旭,8
学学,8
不如意,8
何况,8
😔,8
下午,8
美丽,8
外甥女,8
没说,8
脑,8
四肢,8
语迟,8
度,8
吐血,8
智慧,8
菌群,8
26,8
明确,8
玩游戏,8
骄傲,8
右脚,8
单独,8
流利,8
康语,8
撕,8
癫痫,8
难念,8
救,8
日常,8
基本上,8
关怀,8
回事,8
克制,8
大白,8
交,8
呵护,8
哎呀,8
得意,8
强强,8
专心,8
新鲜,8
一会儿,8
馨,8
馨馨,8
资格,8
合格,8
这段,8
有幸,8
年轻,8
光明,8
嘴里,8
定期,8
太晚,8
公主,8
守护,8
说不出来,8
三观,8
手势,8
误会,8
基础,8
腿,8
一秒,8
补贴,8
挑食,8
貌似,8
远离,8
劝,8
人多,8
憋,8
开门,8
桌子,8
全世界,8
一天到晚,8
信心,8
打算,8
矫正,8
z,8
咱,8
增加,8
二婚,8
完整,8
三周,8
👩,8
奔溃,8
王,8
真不错,8
相似,8
定论,8
定义,8
独立,8
不动,8
各种各样,8
讲故事,8
成就,8
躲猫猫,8
主演,8
生人,8
行动,8
之间,8
宝贝儿,8
不必,8
垃圾,8
疗法,8
心思,8
重新,8
中药,8
重庆,8
过多,8
课程,8
小宝宝,8
菜,8
自由,8
长期,8
👼,8
情绪稳定,8
外向,8
系统,8
回归,8
星妈,8
漫长,8
一对,8
能干,8
丫头,8
别怕,8
孙女,8
特长,8
申请,8
这才,8
祖儿,8
发作,8
没吃过,8
大点,8
装,8
自主,8
任,8
安好,8
的确,8
更棒,8
接近,8
神,8
大大,8
从小到大,8
年级,8
偷偷,8
好感,8
心碎,8
汁,8
一口气,8
版,8
协调,8
下面,8
有事,8
良医,8
成年人,8
一两个,7
疲惫,7
正规,7
毕业,7
收,7
忘,7
较,7
一项,7
本,7
挫折,7
泪水,7
一份,7
同桌,7
不哭,7
菩萨,7
部分,7
贴标签,7
描述,7
说不清,7
肚子,7
车子,7
作用,7
吸引,7
水果,7
太棒,7
一次次,7
差别,7
大小便,7
记录,7
红衣服,7
折翼,7
带娃,7
没听说过,7
奶粉,7
粑,7
嘚,7
太少,7
制造,7
车轮,7
对号入座,7
等到,7
过早,7
玩意,7
太累,7
搜索,7
旁人,7
一半,7
玩伴,7
内容,7
中奖,7
星娃,7
大半年,7
排斥,7
我该,7
太烦,7
很烦,7
撒娇,7
早餐,7
十分,7
十几年,7
亲人,7
迷茫,7
顺利,7
文化,7
负担,7
查出,7
真难,7
咨询,7
姑姑,7
确认,7
小班,7
乖巧,7
这块,7
本能,7
神奇,7
发自内心,7
神童,7
..,7
学习成绩,7
擅长,7
不信,7
刚才,7
皆,7
纯洁,7
烦恼,7
高中,7
好想哭,7
双胎,7
深圳,7
当中,7
感情,7
尴尬,7
三四岁,7
方便,7
药,7
高雅,7
乱说,7
开头,7
设置,7
帮帮,7
呼名,7
有意识,7
能力差,7
唐诗,7
缺,7
27,7
性格内向,7
要强,7
得不到,7
往往,7
攻克,7
病症,7
自,7
差距,7
流,7
迈出,7
黄金,7
/,7
剧情,7
发愁,7
裤,7
黑暗,7
刀,7
安安静静,7
不再,7
上去,7
姐,7
为何,7
复查,7
多去,7
姐妹,7
自身,7
吉他,7
没错,7
只不过,7
救救,7
收获,7
比如说,7
好几年,7
⭐,7
哥,7
成年,7
不光,7
及,7
老家,7
动物,7
没见,7
户外活动,7
猜测,7
还给,7
脑损伤,7
带给,7
给力,7
扛,7
特校,7
无聊,7
小子,7
好酷,7
抽筋,7
70,7
家教,7
100,7
点个,7
甜,7
进入,7
火星,7
视屏,7
愉快,7
六个,7
顺其自然,7
堂哥,7
再生,7
道德,7
绑架,7
好久没,7
弹得,7
多有,7
亲切,7
安排,7
成龙,7
两天,7
烦躁,7
36,7
好家伙,7
不得了,7
叔叔,7
停不下来,7
传递,7
个体,7
这病,7
耍,7
依然,7
家有,7
某种,7
揪,7
挡,7
纸,7
豌豆,7
射手,7
难怪,7
纠正,7
说说话,7
海豚,7
胖,7
推送,7
晚点,7
灵魂,7
内,7
反,7
床上,7
诗,7
大爱,7
受过,7
飘忽不定,7
过激,7
小狗,7
骗,7
学霸,7
无限,7
离骚,7
摊上,7
活跃,7
静静,7
俺家,7
一根,7
